timestamp	commit	branch	pade_m	pade_n	max_order	interval	enable_pade	pade_only_single_step	pade_denom_threshold	total_images	batch_size	seed	cfg_scale	num_sampling_steps	lpips	relative_l1	ssim	rmse	psnr	cosine	approx_total_steps	pade_steps	taylor_steps	mixed_steps	pade_calls	taylor_calls	pade_step_ratio	pade_call_ratio	status	comparison_bucket	bucket_best	paired_control_scope	paired_control_timestamp	paired_outcome	paired_control_lpips	paired_control_relative_l1	paired_control_ssim	paired_control_rmse	paired_delta_lpips	paired_delta_relative_l1	paired_delta_ssim	paired_delta_rmse	latency_baseline_timestamp	latency_baseline_sample_seconds	sample_seconds_budget	sample_seconds_ratio	latency_within_budget	pade_target_file	pade_code_sha256	pade_snapshot_file	description	sample_seconds	eval_seconds	total_seconds	artifact_dir
20260410-034751	6d22aea	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061478	1.056969	0.899468	5.597534	28.531313	0.992148	50	50	0	0	50	0	1.000000	1.000000	family_beats_baseline_within_latency_budget	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	-0.000000	-0.000009	-0.000000	0.000104	20260329-171615	751.529	789.105	0.454972	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	f5c569e15073f0e1f11cd705f7bcf9a38e7d9e66ed66ab5b88f010f37ee932a6	/home/yjs/autoresearch/runs/20260410-034751-m1-n2-k3-i3/pade_target_snapshot.py	candidate: penultimate-step-only smooth retention blend between 62.3046875% and 62.353515625% using |linear|/(|linear|+|cubic|) confidence under interval-3 latency budget	341.924	13.825	355.750	/home/yjs/autoresearch/runs/20260410-034751-m1-n2-k3-i3
20260410-035505	6d22aea	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061476	1.056944	0.899468	5.597389	28.531410	0.992148	50	50	0	0	50	0	1.000000	1.000000	family_beats_baseline_within_latency_budget	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	-0.000002	-0.000034	0.000000	-0.000041	20260329-171615	751.529	789.105	0.457823	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	77d5dd668677f40ae9182440de4c7924d8f956ae10ca1fbecc4c9cb86637abcf	/home/yjs/autoresearch/runs/20260410-035505-m1-n2-k3-i3/pade_target_snapshot.py	candidate: confirm penultimate-step-only linear-and-curvature-aligned sign-aware 62.3046875%-cubic blend on last-layer MLP under interval-3 latency budget	344.068	13.898	357.966	/home/yjs/autoresearch/runs/20260410-035505-m1-n2-k3-i3
20260410-040216	6d22aea	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061478	1.056963	0.899468	5.597441	28.531389	0.992148	50	50	0	0	50	0	1.000000	1.000000	family_beats_baseline_within_latency_budget	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	0.000000	-0.000015	0.000000	0.000011	20260329-171615	751.529	789.105	0.456239	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	6cd1bbbda14a72a942bfa45cc69a8a6eb2749d5cc2c4b97c4cef0745a9d817b8	/home/yjs/autoresearch/runs/20260410-040216-m1-n2-k3-i3/pade_target_snapshot.py	candidate: penultimate-step-only rationally softened 62.3046875%-cubic damping using |quadratic|/|linear| on last-layer MLP under interval-3 latency budget	342.877	13.975	356.853	/home/yjs/autoresearch/runs/20260410-040216-m1-n2-k3-i3
20260423-203241	dc4c2e9	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061477	1.056964	0.899467	5.597454	28.531386	0.992148	50	50	0	0	50	0	1.000000	1.000000	family_beats_baseline_within_latency_budget	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	-0.000001	-0.000014	-0.000001	0.000024	20260329-171615	751.529	789.105	0.457911	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	64fac2cf209f24a94ec185376ad24107b97181f4089c56cbdb45a6e4399c6944	/home/yjs/autoresearch/runs/20260423-203241-m1-n2-k3-i3/pade_target_snapshot.py	candidate: penultimate-step-only Hermite-style empirical cubic with 100.1953125%-curvature lift and 62.3046875%-cubic shape on last-layer MLP under interval-3 latency budget	344.133	14.324	358.458	/home/yjs/autoresearch/runs/20260423-203241-m1-n2-k3-i3
20260423-204051	dc4c2e9	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061477	1.056953	0.899468	5.597499	28.531388	0.992148	50	50	0	0	50	0	1.000000	1.000000	family_beats_baseline_within_latency_budget	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	-0.000001	-0.000025	0.000000	0.000069	20260329-171615	751.529	789.105	0.462980	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	a88acfc354132a768b519ce849daf431f866d7a49e1e8ad674a853b793597410	/home/yjs/autoresearch/runs/20260423-204051-m1-n2-k3-i3/pade_target_snapshot.py	candidate: penultimate-step-only monomial empirical cubic with 99.99847412109375%-linear gain and 62.3046875%-cubic shape on last-layer MLP under interval-3 latency budget	347.943	15.048	362.992	/home/yjs/autoresearch/runs/20260423-204051-m1-n2-k3-i3
20260423-204801	dc4c2e9	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061477	1.056963	0.899468	5.597443	28.531372	0.992148	50	50	0	0	50	0	1.000000	1.000000	family_beats_baseline_within_latency_budget	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	-0.000001	-0.000015	0.000000	0.000013	20260329-171615	751.529	789.105	0.473015	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	8c44c1099a7b3d99b19148fbdb3462b4ae53eaedb4abf5703f06947e6002d94b	/home/yjs/autoresearch/runs/20260423-204801-m1-n2-k3-i3/pade_target_snapshot.py	candidate: penultimate-step-only Legendre empirical cubic with 99.8046875%-P2 curvature and 62.3046875%-P3 cubic shape on last-layer MLP under interval-3 latency budget	355.484	14.873	370.358	/home/yjs/autoresearch/runs/20260423-204801-m1-n2-k3-i3
20260423-205520	dc4c2e9	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061476	1.056958	0.899467	5.597421	28.531396	0.992148	50	50	0	0	50	0	1.000000	1.000000	family_beats_baseline_within_latency_budget	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	-0.000002	-0.000020	-0.000001	-0.000009	20260329-171615	751.529	789.105	0.469492	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	43940daa0357899cc1afdcbde1338e8f29a39ae6baf794868710352ba90f382e	/home/yjs/autoresearch/runs/20260423-205520-m1-n2-k3-i3/pade_target_snapshot.py	candidate: penultimate-step-only Chebyshev empirical cubic with 99.90234375%-T2 curvature and 62.3046875%-T3 cubic shape on last-layer MLP under interval-3 latency budget	352.837	14.019	366.856	/home/yjs/autoresearch/runs/20260423-205520-m1-n2-k3-i3
20260423-210210	dc4c2e9	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061478	1.056967	0.899469	5.597508	28.531372	0.992148	50	50	0	0	50	0	1.000000	1.000000	family_beats_baseline_within_latency_budget	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	-0.000000	-0.000011	0.000001	0.000078	20260329-171615	751.529	789.105	0.464368	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	1cf3023b8f3e44e19775d9f840f0625ae8d3fb341642407915fb008f0a3803c2	/home/yjs/autoresearch/runs/20260423-210210-m1-n2-k3-i3/pade_target_snapshot.py	candidate: penultimate-step-only Chebyshev empirical cubic with 99.951171875%-T2 curvature and 62.3046875%-T3 cubic shape on last-layer MLP under interval-3 latency budget	348.986	14.047	363.034	/home/yjs/autoresearch/runs/20260423-210210-m1-n2-k3-i3
20260423-210849	dc4c2e9	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061475	1.056949	0.899469	5.597386	28.531334	0.992148	50	50	0	0	50	0	1.000000	1.000000	family_beats_baseline_within_latency_budget	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	-0.000003	-0.000029	0.000001	-0.000044	20260329-171615	751.529	789.105	0.462128	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	0d2f832d9563a195b255e013149c6ee43b3b230aeea58d19ccfc6dd0d1e44d14	/home/yjs/autoresearch/runs/20260423-210849-m1-n2-k3-i3/pade_target_snapshot.py	candidate: penultimate-step-only Chebyshev empirical cubic with 100.0244140625%-T2 curvature and 62.3046875%-T3 cubic shape on last-layer MLP under interval-3 latency budget	347.303	14.892	362.196	/home/yjs/autoresearch/runs/20260423-210849-m1-n2-k3-i3
20260423-211600	dc4c2e9	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061481	1.056972	0.899467	5.597490	28.531431	0.992148	50	50	0	0	50	0	1.000000	1.000000	family_within_latency_budget_but_loses_baseline	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	worse_than_paired_control	0.061478	1.056978	0.899468	5.597430	0.000003	-0.000006	-0.000001	0.000060	20260329-171615	751.529	789.105	0.473903	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	a584cf95212113567bca9ec135246daf225b9e6d3194616cbf810fe169c8eb94	/home/yjs/autoresearch/runs/20260423-211600-m1-n2-k3-i3/pade_target_snapshot.py	candidate: penultimate-step-only Chebyshev empirical cubic with 100.048828125%-T2 curvature and 62.3046875%-T3 cubic shape on last-layer MLP under interval-3 latency budget	356.151	15.173	371.325	/home/yjs/autoresearch/runs/20260423-211600-m1-n2-k3-i3
20260423-212244	dc4c2e9	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061477	1.056953	0.899468	5.597507	28.531324	0.992148	50	50	0	0	50	0	1.000000	1.000000	family_beats_baseline_within_latency_budget	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	-0.000001	-0.000025	-0.000000	0.000077	20260329-171615	751.529	789.105	0.496654	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	5170dd9100d9e2fa05d6b699f330af290534a1c3f594b643e6c91d570778b877	/home/yjs/autoresearch/runs/20260423-212244-m1-n2-k3-i3/pade_target_snapshot.py	candidate: penultimate-step-only Chebyshev empirical cubic with 100.01220703125%-T2 curvature and 62.3046875%-T3 cubic shape on last-layer MLP under interval-3 latency budget	373.250	14.865	388.117	/home/yjs/autoresearch/runs/20260423-212244-m1-n2-k3-i3
20260423-212946	dc4c2e9	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061476	1.056970	0.899468	5.597457	28.531384	0.992148	50	50	0	0	50	0	1.000000	1.000000	family_beats_baseline_within_latency_budget	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	-0.000002	-0.000008	0.000000	0.000027	20260329-171615	751.529	789.105	0.484302	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	74e83145cc8f70deabaf09b8fb1d1e4570e2e0603e70d8c55d59b1a450b6bbed	/home/yjs/autoresearch/runs/20260423-212946-m1-n2-k3-i3/pade_target_snapshot.py	candidate: penultimate-step-only Chebyshev empirical cubic with 100.0244140625%-T2 curvature and 62.29248046875%-T3 cubic shape on last-layer MLP under interval-3 latency budget	363.967	15.098	379.065	/home/yjs/autoresearch/runs/20260423-212946-m1-n2-k3-i3
20260423-221352	dc4c2e9	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061477	1.056968	0.899469	5.597521	28.531369	0.992148	50	50	0	0	50	0	1.000000	1.000000	family_beats_baseline_within_latency_budget	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	-0.000001	-0.000010	0.000001	0.000091	20260329-171615	751.529	789.105	0.481788	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	8d2c87c5a77e8a8bb72f6fcc13ce64a529c7bc577950bfb463da6f6425f2d6dc	/home/yjs/autoresearch/runs/20260423-221352-m1-n2-k3-i3/pade_target_snapshot.py	candidate: penultimate-step-only Chebyshev empirical cubic with 100.0244140625%-T2 curvature and 62.31689453125%-T3 cubic shape on last-layer MLP under interval-3 latency budget	362.078	14.196	376.275	/home/yjs/autoresearch/runs/20260423-221352-m1-n2-k3-i3
20260423-222126	dc4c2e9	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061475	1.056951	0.899469	5.597386	28.531342	0.992148	50	50	0	0	50	0	1.000000	1.000000	family_beats_baseline_within_latency_budget	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	-0.000003	-0.000027	0.000001	-0.000044	20260329-171615	751.529	789.105	0.487724	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	d97c2d936a85967e3541eae44dc67dabcc296aa6708b017a5a68c66405f6066f	/home/yjs/autoresearch/runs/20260423-222126-m1-n2-k3-i3/pade_target_snapshot.py	candidate: penultimate-step-only Chebyshev empirical cubic with champion coefficients gated by |T3 cubic| <= 75% of linear-plus-quadratic envelope on last-layer MLP under interval-3 latency budget	366.539	14.474	381.014	/home/yjs/autoresearch/runs/20260423-222126-m1-n2-k3-i3
20260423-222836	dc4c2e9	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061475	1.056948	0.899469	5.597378	28.531340	0.992148	50	50	0	0	50	0	1.000000	1.000000	family_beats_baseline_within_latency_budget	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	-0.000003	-0.000030	0.000001	-0.000052	20260329-171615	751.529	789.105	0.478768	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	27111d90ab47e03a3a1bb3e4032952c26d96281f4bf462c84f36b79aa9a96ba0	/home/yjs/autoresearch/runs/20260423-222836-m1-n2-k3-i3/pade_target_snapshot.py	candidate: penultimate-step-only Chebyshev empirical cubic with champion coefficients gated by |T3 cubic| <= 125% of linear-plus-quadratic envelope on last-layer MLP under interval-3 latency budget	359.808	14.977	374.786	/home/yjs/autoresearch/runs/20260423-222836-m1-n2-k3-i3
20260423-224057	dc4c2e9	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061475	1.056951	0.899469	5.597381	28.531336	0.992148	50	50	0	0	50	0	1.000000	1.000000	family_beats_baseline_within_latency_budget	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	-0.000003	-0.000027	0.000001	-0.000049	20260329-171615	751.529	789.105	0.479218	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	2ab6dd970bfaa7efd37e43549d560ccaa853dbaa486bab626ceb1308ddae6759	/home/yjs/autoresearch/runs/20260423-224057-m1-n2-k3-i3/pade_target_snapshot.py	candidate: penultimate-step-only Chebyshev empirical cubic with champion coefficients gated by |T3 cubic| <= 150% of linear-plus-quadratic envelope on last-layer MLP under interval-3 latency budget	360.146	14.294	374.440	/home/yjs/autoresearch/runs/20260423-224057-m1-n2-k3-i3
20260423-225826	dc4c2e9	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061469	1.056874	0.899501	5.597017	28.532260	0.992162	4050	4050	0	0	226800	0	1.000000	1.000000	family_beats_baseline_within_latency_budget	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	-0.000009	-0.000104	0.000033	-0.000413	20260329-171615	751.529	789.105	0.663009	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	24d0c53b5c5c520d251d81c6774921e2b5b3dc7805f3b5c611960458189ebbfc	/home/yjs/autoresearch/runs/20260423-225826-m1-n2-k3-i3/pade_target_snapshot.py	candidate: broad single-step Chebyshev cubic with factor-derived stability shape and continuous residual compression across all layers and modules under interval-3 latency budget	498.271	14.357	512.628	/home/yjs/autoresearch/runs/20260423-225826-m1-n2-k3-i3
20260423-230855	dc4c2e9	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061382	1.056985	0.899644	5.595876	28.538600	0.992177	4050	4050	0	0	226800	0	1.000000	1.000000	family_beats_baseline_within_latency_budget	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	-0.000096	0.000007	0.000176	-0.001554	20260329-171615	751.529	789.105	0.771255	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	22347dfc02a07375c68bc60e8bd88c67775552d2e9f14541a5a33c43f62b7540	/home/yjs/autoresearch/runs/20260423-230855-m1-n2-k3-i3/pade_target_snapshot.py	candidate: broad single-step Chebyshev cubic with soft sign-coherence shaping and asymmetric residual compression across all layers and modules under interval-3 latency budget	579.620	14.545	594.166	/home/yjs/autoresearch/runs/20260423-230855-m1-n2-k3-i3
20260423-233201	dc4c2e9	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061392	1.057046	0.899635	5.595855	28.538808	0.992180	4050	4050	0	0	226800	0	1.000000	1.000000	family_beats_baseline_within_latency_budget	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	-0.000086	0.000068	0.000167	-0.001575	20260329-171615	751.529	789.105	0.927060	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	fd8421d1c46328105ecdab85eb769a3629014b83b9b880ed99a61d12383d6c94	/home/yjs/autoresearch/runs/20260423-233201-m1-n2-k3-i3/pade_target_snapshot.py	candidate: broad single-step orthogonal cubic with coherence-weighted Chebyshev-Legendre blending and residual compression across all layers and modules under interval-3 latency budget	696.712	14.625	711.338	/home/yjs/autoresearch/runs/20260423-233201-m1-n2-k3-i3
20260423-234515	dc4c2e9	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061396	1.057166	0.899639	5.595421	28.539047	0.992182	4050	4050	0	0	226800	0	1.000000	1.000000	family_beats_baseline_within_latency_budget	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	-0.000082	0.000188	0.000171	-0.002009	20260329-171615	751.529	789.105	0.882478	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	c87d501f5ca4aac3ba0b59bdf4ceac8f3479d14937489b08979ccdf69d15c370	/home/yjs/autoresearch/runs/20260423-234515-m1-n2-k3-i3/pade_target_snapshot.py	candidate: broad single-step piecewise cubic with coherence-routed Chebyshev versus conservative monomial laws and residual compression across all layers and modules under interval-3 latency budget	663.208	14.547	677.756	/home/yjs/autoresearch/runs/20260423-234515-m1-n2-k3-i3
20260424-000532	dc4c2e9	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061429	1.057067	0.899574	5.597001	28.535520	0.992179	4050	4050	0	0	226800	0	1.000000	1.000000	family_beats_baseline_within_latency_budget	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	-0.000049	0.000089	0.000106	-0.000429	20260329-171615	751.529	789.105	0.819091	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	96f6b89a007c21968fdc4943852852a3556d26d2bff531ffbf13eb4de3ce091d	/home/yjs/autoresearch/runs/20260424-000532-m1-n2-k3-i3/pade_target_snapshot.py	candidate: broad single-step Chebyshev cubic with sign-aware residual compression across all layers and modules under interval-3 latency budget	615.571	14.726	630.298	/home/yjs/autoresearch/runs/20260424-000532-m1-n2-k3-i3
20260424-001745	dc4c2e9	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061431	1.057060	0.899572	5.596472	28.535774	0.992167	4050	4050	0	0	226800	0	1.000000	1.000000	family_beats_baseline_within_latency_budget	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	-0.000047	0.000082	0.000104	-0.000958	20260329-171615	751.529	789.105	0.774463	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	bf5fce1323484e67691b97143e12498b3b04c31f802e3ea79f372699dbc53530	/home/yjs/autoresearch/runs/20260424-001745-m1-n2-k3-i3/pade_target_snapshot.py	candidate: broad single-step Chebyshev cubic with sharpened coherence shaping and nonlinear residual compression across all layers and modules under interval-3 latency budget	582.032	14.372	596.405	/home/yjs/autoresearch/runs/20260424-001745-m1-n2-k3-i3
20260424-002853	dc4c2e9	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061451	1.057110	0.899547	5.597332	28.534030	0.992172	4050	4050	0	0	226800	0	1.000000	1.000000	family_beats_baseline_within_latency_budget	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	-0.000027	0.000132	0.000079	-0.000098	20260329-171615	751.529	789.105	0.780104	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	6394caabb0d9df11c1096c73196de5410d86756533687c907fe4a07058972e30	/home/yjs/autoresearch/runs/20260424-002853-m1-n2-k3-i3/pade_target_snapshot.py	candidate: broad single-step rational-Chebyshev cubic with second-order residual denominator across all layers and modules under interval-3 latency budget	586.270	14.816	601.087	/home/yjs/autoresearch/runs/20260424-002853-m1-n2-k3-i3
20260424-004836	dc4c2e9	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061415	1.056927	0.899612	5.595411	28.538698	0.992173	4050	4050	0	0	226800	0	1.000000	1.000000	family_beats_baseline_within_latency_budget	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	-0.000063	-0.000051	0.000144	-0.002019	20260329-171615	751.529	789.105	0.715374	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	661712e2ceba0d97fbfd1ffc81b8c0ff4562a2a0171c173bbf9e4050db5eef5b	/home/yjs/autoresearch/runs/20260424-004836-m1-n2-k3-i3/pade_target_snapshot.py	candidate: broad single-step empirical monomial cubic with coherence-shaped quadratic and cubic gains across all layers and modules under interval-3 latency budget	537.624	14.468	552.093	/home/yjs/autoresearch/runs/20260424-004836-m1-n2-k3-i3
