timestamp	commit	branch	pade_m	pade_n	max_order	interval	enable_pade	pade_only_single_step	pade_denom_threshold	total_images	batch_size	seed	cfg_scale	num_sampling_steps	lpips	relative_l1	ssim	rmse	psnr	cosine	approx_total_steps	pade_steps	taylor_steps	mixed_steps	pade_calls	taylor_calls	pade_step_ratio	pade_call_ratio	status	comparison_bucket	bucket_best	paired_control_scope	paired_control_timestamp	paired_outcome	paired_control_lpips	paired_control_relative_l1	paired_control_ssim	paired_control_rmse	paired_delta_lpips	paired_delta_relative_l1	paired_delta_ssim	paired_delta_rmse	latency_baseline_timestamp	latency_baseline_sample_seconds	sample_seconds_budget	sample_seconds_ratio	latency_within_budget	pade_target_file	pade_code_sha256	pade_snapshot_file	description	sample_seconds	eval_seconds	total_seconds	artifact_dir
20260326-173219	20ff29e	autoresearch/pade-code-20260326	1	2	3	2		true	0.002						0.045881	1.016667	0.924188	4.850714	30.510500	0.995021	6200	6100	100	0	341600	5600	0.983871	0.983871	discard																			/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	ac595e6c18cf5add6b37aa2a1da7d5a9644ee308d444af480f04289555be3346	/home/yjs/autoresearch/runs/20260326-173219-m1-n2-k3-i2/pade_target_snapshot.py	code probe: weak-margin [1/2] fallback to [1/1] at 2e-3 threshold	3620.108	15.027	3635.136	/home/yjs/autoresearch/runs/20260326-173219-m1-n2-k3-i2
20260326-184413	20ff29e	autoresearch/pade-code-20260326	1	2	3	2		true	0.0015						0.044503	1.030241	0.925181	4.970754	30.506594	0.995656	6200	6100	100	0	341600	5600	0.983871	0.983871	keep																			/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	a33d3655b85d125277a52ec2a7310465cfcedc58f149c06c428f2e391eb68d88	/home/yjs/autoresearch/runs/20260326-184413-m1-n2-k3-i2/pade_target_snapshot.py	parameter probe: lower pade_denom_threshold to 1.5e-3 on interval-2 best code	2991.389	15.524	3006.913	/home/yjs/autoresearch/runs/20260326-184413-m1-n2-k3-i2
20260329-171615	cf46553	taylorseer-baseline-controls	1	2	3	3		true	0.001						0.061478	1.056978	0.899468	5.597430	28.531345	0.992148	8300	0	8300	0	0	464800	0.000000	0.000000	discard																			/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	a33d3655b85d125277a52ec2a7310465cfcedc58f149c06c428f2e391eb68d88	/home/yjs/autoresearch/runs/20260329-171615-m1-n2-k3-i3/pade_target_snapshot.py	baseline control: pure TaylorSeer for 20260326-130916	751.529	15.490	767.020	/home/yjs/autoresearch/runs/20260329-171615-m1-n2-k3-i3
20260329-180840	7a0bffc	taylorseer-baseline-controls	1	2	3	2		true	0.002						0.035563	0.976327	0.940126	4.316098	32.498556	0.996501	6200	0	6200	0	0	347200	0.000000	0.000000	keep																			/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	a33d3655b85d125277a52ec2a7310465cfcedc58f149c06c428f2e391eb68d88	/home/yjs/autoresearch/runs/20260329-180840-m1-n2-k3-i2/pade_target_snapshot.py	baseline control: pure TaylorSeer for 20260326-152352	882.539	15.205	897.745	/home/yjs/autoresearch/runs/20260329-180840-m1-n2-k3-i2
20260330-210519	20ff29e	autoresearch/pade-code-20260330	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061186	1.057027	0.899946	5.579414	28.566821	0.992085	8300	4050	4250	0	226800	238000	0.487952	0.487952	pade_beats_control	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	true	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	-0.000292	0.000049	0.000478	-0.018016						/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	4a594a4e8e1e48ce645bc4022c20d86bdec0b3a6781fe79bb48d94454cdcb2db	/home/yjs/autoresearch/runs/20260330-210519-m1-n2-k3-i3/pade_target_snapshot.py	candidate: conservative generic Padé blend guards on frozen interval-3 bucket [1/2]	3802.651	14.650	3817.303	/home/yjs/autoresearch/runs/20260330-210519-m1-n2-k3-i3
20260330-220930	20ff29e	autoresearch/pade-code-20260330	1	2	3	3	false	true	0.001	100	2	42	1.5	250	0.061478	1.056978	0.899468	5.597430	28.531345	0.992148	8300	0	8300	0	0	464800	0.000000	0.000000	control_not_best_in_bucket	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	tied_paired_control	0.061478	1.056978	0.899468	5.597430	-0.000000	-0.000000	-0.000000	0.000000						/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	4a594a4e8e1e48ce645bc4022c20d86bdec0b3a6781fe79bb48d94454cdcb2db	/home/yjs/autoresearch/runs/20260330-220930-m1-n2-k3-i3/pade_target_snapshot.py	confirm control: conservative generic Padé blend guards on frozen interval-3 bucket [1/2]	1330.511	14.901	1345.413	/home/yjs/autoresearch/runs/20260330-220930-m1-n2-k3-i3
20260409-135924	6d22aea	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061488	1.056908	0.899454	5.596798	28.533158	0.992145	8300	4050	4250	0	226800	238000	0.487952	0.487952	family_loses_baseline_and_is_too_slow	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	worse_than_paired_control	0.061478	1.056978	0.899468	5.597430	0.000010	-0.000070	-0.000014	-0.000632	20260329-171615	751.529	789.105	2.001603	false	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	1ac413853a9912667e32cf1fd3afc251e3ff51f33a789ed26d5c2e8c558a79fd	/home/yjs/autoresearch/runs/20260409-135924-m1-n2-k3-i3/pade_target_snapshot.py	candidate: adaptive cubic-damped Taylor family with second-order fallback under interval-3 latency budget	1504.262	14.825	1519.089	/home/yjs/autoresearch/runs/20260409-135924-m1-n2-k3-i3
20260409-142613	6d22aea	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061398	1.057008	0.899621	5.596977	28.535869	0.992171	8300	4050	4250	0	226800	238000	0.487952	0.487952	family_beats_baseline_but_too_slow	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	-0.000080	0.000030	0.000153	-0.000453	20260329-171615	751.529	789.105	1.823309	false	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	6cd119b847f5c580c3d02341f6dec571ad53a6452143f102780276308d48862f	/home/yjs/autoresearch/runs/20260409-142613-m1-n2-k3-i3/pade_target_snapshot.py	candidate: piecewise cubic-risk clip to second-order Taylor under interval-3 latency budget	1370.269	14.426	1384.697	/home/yjs/autoresearch/runs/20260409-142613-m1-n2-k3-i3
20260409-162541	6d22aea	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061463	1.056914	0.899484	5.598140	28.531403	0.992159	8300	4050	4250	0	226800	238000	0.487952	0.487952	family_beats_baseline_but_too_slow	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	-0.000015	-0.000064	0.000016	0.000710	20260329-171615	751.529	789.105	1.917605	false	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	429a48681325ecdf9d8f49b7eb6fc38592c55c8021ab832b550ec62263e5a226	/home/yjs/autoresearch/runs/20260409-162541-m1-n2-k3-i3/pade_target_snapshot.py	candidate: sign-aware soft clip from Taylor-3 toward Taylor-2 in amplifying cubic region	1441.136	14.691	1455.828	/home/yjs/autoresearch/runs/20260409-162541-m1-n2-k3-i3
20260409-173003	6d22aea	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061520	1.056895	0.899400	5.598073	28.528782	0.992141	8300	4050	8300	4050	4050	460750	0.487952	0.008713	family_loses_baseline_and_is_too_slow	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	worse_than_paired_control	0.061478	1.056978	0.899468	5.597430	0.000042	-0.000083	-0.000068	0.000643	20260329-171615	751.529	789.105	1.656798	false	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	05accb165574fa40947de5f873eeca688a86ab393bb95fd3073854c44b21f967	/home/yjs/autoresearch/runs/20260409-173003-m1-n2-k3-i3/pade_target_snapshot.py	candidate: sparse weighted Taylor family with 50% cubic retention on last-layer MLP plus low-overhead stats under interval-3 latency budget	1245.131	37.754	1282.887	/home/yjs/autoresearch/runs/20260409-173003-m1-n2-k3-i3
20260409-180305	6d22aea	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061480	1.056954	0.899468	5.597439	28.531357	0.992148	50	50	0	0	50	0	1.000000	1.000000	family_loses_baseline_and_is_too_slow	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	worse_than_paired_control	0.061478	1.056978	0.899468	5.597430	0.000002	-0.000024	0.000000	0.000009	20260329-171615	751.529	789.105	1.580224	false	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	39038c721428362475d5d22b2d5e8016775bc488791f5ef4a4b153ef2bef10c7	/home/yjs/autoresearch/runs/20260409-180305-m1-n2-k3-i3/pade_target_snapshot.py	candidate: ultra-sparse weighted Taylor family on last-layer MLP for final three steps under interval-3 latency budget	1187.584	14.991	1202.576	/home/yjs/autoresearch/runs/20260409-180305-m1-n2-k3-i3
20260409-184205	6d22aea	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061477	1.056940	0.899469	5.597401	28.531384	0.992148	50	50	0	0	50	0	1.000000	1.000000	family_beats_baseline_but_too_slow	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	-0.000001	-0.000038	0.000001	-0.000029	20260329-171615	751.529	789.105	1.657610	false	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	863867868c408abcc384c730e80fc253670558599424cde239a5c2c893c10896	/home/yjs/autoresearch/runs/20260409-184205-m1-n2-k3-i3/pade_target_snapshot.py	candidate: ultra-sparse Taylor-2 fallback on last-layer MLP for final three steps under interval-3 latency budget	1245.742	15.383	1261.125	/home/yjs/autoresearch/runs/20260409-184205-m1-n2-k3-i3
20260409-190414	6d22aea	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061476	1.056965	0.899468	5.597420	28.531414	0.992148	50	50	0	0	50	0	1.000000	1.000000	family_beats_baseline_but_too_slow	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	-0.000002	-0.000013	0.000000	-0.000010	20260329-171615	751.529	789.105	1.711593	false	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	c79cadf0d23233f68273626b96f46af248f4a80326ab6a0e92c5afcbd0d38d18	/home/yjs/autoresearch/runs/20260409-190414-m1-n2-k3-i3/pade_target_snapshot.py	candidate: ultra-sparse sign-aware Taylor-2 fallback on last-layer MLP for final three steps under interval-3 latency budget	1286.312	19.147	1305.462	/home/yjs/autoresearch/runs/20260409-190414-m1-n2-k3-i3
20260409-192830	6d22aea	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061479	1.056950	0.899468	5.597430	28.531383	0.992148	50	50	0	0	50	0	1.000000	1.000000	family_beats_baseline_but_too_slow	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	0.000001	-0.000028	0.000000	0.000000	20260329-171615	751.529	789.105	1.717264	false	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	e602f280b9a1fe601584084b2ca29fb7e1ff30541ace6d69976a01cf2c93ae3c	/home/yjs/autoresearch/runs/20260409-192830-m1-n2-k3-i3/pade_target_snapshot.py	candidate: ultra-sparse 25%-cubic weighted Taylor blend on last-layer MLP for final three steps under interval-3 latency budget	1290.574	26.678	1317.255	/home/yjs/autoresearch/runs/20260409-192830-m1-n2-k3-i3
20260409-195301	6d22aea	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061478	1.056967	0.899470	5.597410	28.531360	0.992148	50	50	0	0	50	0	1.000000	1.000000	family_beats_baseline_but_too_slow	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	-0.000000	-0.000011	0.000002	-0.000020	20260329-171615	751.529	789.105	1.701681	false	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	ad900f23d1d27de9de3fcfcf3e10447d11b18f2e65866047b3e3956376af2ed7	/home/yjs/autoresearch/runs/20260409-195301-m1-n2-k3-i3/pade_target_snapshot.py	candidate: ultra-sparse sign-aware 25%-cubic blend on last-layer MLP for final three steps under interval-3 latency budget	1278.863	48.897	1327.774	/home/yjs/autoresearch/runs/20260409-195301-m1-n2-k3-i3
20260409-201617	6d22aea	autoresearch/function-family-20260409	1	2	3	3	false	true	0.001	100	2	42	1.5	250	0.061478	1.056978	0.899468	5.597430	28.531345	0.992148	0	0	0	0	0	0	0.000000	0.000000	control_not_best_in_bucket	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	tied_paired_control	0.061478	1.056978	0.899468	5.597430	-0.000000	-0.000000	-0.000000	0.000000	20260329-171615	751.529	789.105	1.694121	false	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	ad900f23d1d27de9de3fcfcf3e10447d11b18f2e65866047b3e3956376af2ed7	/home/yjs/autoresearch/runs/20260409-201617-m1-n2-k3-i3/pade_target_snapshot.py	control: pure Taylor under current environment after ultra-sparse family probes	1273.181	44.129	1317.326	/home/yjs/autoresearch/runs/20260409-201617-m1-n2-k3-i3
20260409-204903	6d22aea	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061477	1.056967	0.899468	5.597303	28.531414	0.992148	50	50	0	0	50	0	1.000000	1.000000	family_beats_baseline_but_too_slow	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	-0.000001	-0.000011	0.000000	-0.000127	20260329-171615	751.529	789.105	1.698668	false	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	6786046f2c66c21794396e19682d27ed4788778151c4a070b8dd30395ec13547	/home/yjs/autoresearch/runs/20260409-204903-m1-n2-k3-i3/pade_target_snapshot.py	candidate: ultra-sparse sign-aware 50%-cubic blend on last-layer MLP for final three steps under interval-3 latency budget	1276.598	24.873	1301.475	/home/yjs/autoresearch/runs/20260409-204903-m1-n2-k3-i3
20260409-233727	6d22aea	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061478	1.056962	0.899470	5.597372	28.531405	0.992148	50	50	0	0	50	0	1.000000	1.000000	family_beats_baseline_within_latency_budget	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	-0.000000	-0.000016	0.000002	-0.000058	20260329-171615	751.529	789.105	0.455287	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	761f5307e5cf8fa3bcc557387e5ef5fd48b8cb0cf2e4a0f413eaca0f2437386d	/home/yjs/autoresearch/runs/20260409-233727-m1-n2-k3-i3/pade_target_snapshot.py	candidate: ultra-sparse sign-aware 62.5%-cubic blend on last-layer MLP for final three steps under interval-3 latency budget	342.162	14.428	356.590	/home/yjs/autoresearch/runs/20260409-233727-m1-n2-k3-i3
20260409-234723	6d22aea	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061478	1.056962	0.899470	5.597372	28.531405	0.992148	50	50	0	0	50	0	1.000000	1.000000	family_beats_baseline_within_latency_budget	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	-0.000000	-0.000016	0.000002	-0.000058	20260329-171615	751.529	789.105	0.454443	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	761f5307e5cf8fa3bcc557387e5ef5fd48b8cb0cf2e4a0f413eaca0f2437386d	/home/yjs/autoresearch/runs/20260409-234723-m1-n2-k3-i3/pade_target_snapshot.py	candidate: confirm ultra-sparse sign-aware 62.5%-cubic blend on last-layer MLP for final three steps under interval-3 latency budget	341.527	14.025	355.552	/home/yjs/autoresearch/runs/20260409-234723-m1-n2-k3-i3
20260409-235405	6d22aea	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061477	1.056970	0.899469	5.597463	28.531337	0.992148	50	50	0	0	50	0	1.000000	1.000000	family_beats_baseline_within_latency_budget	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	-0.000001	-0.000008	0.000001	0.000033	20260329-171615	751.529	789.105	0.455311	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	0dd02cbfed591057be3430c9674594721596eaa25032cadb0306652378cf9c1e	/home/yjs/autoresearch/runs/20260409-235405-m1-n2-k3-i3/pade_target_snapshot.py	candidate: ultra-sparse sign-aware 59.375%-cubic blend on last-layer MLP for final three steps under interval-3 latency budget	342.180	13.768	355.948	/home/yjs/autoresearch/runs/20260409-235405-m1-n2-k3-i3
20260410-000208	6d22aea	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061479	1.056958	0.899470	5.597511	28.531394	0.992148	50	50	0	0	50	0	1.000000	1.000000	family_within_latency_budget_but_loses_baseline	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	worse_than_paired_control	0.061478	1.056978	0.899468	5.597430	0.000001	-0.000020	0.000002	0.000081	20260329-171615	751.529	789.105	0.454869	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	96da0b9af9f6ecf8c75a20f4e59aad547f360ea7fd268154ab67c2f5300c65c6	/home/yjs/autoresearch/runs/20260410-000208-m1-n2-k3-i3/pade_target_snapshot.py	candidate: ultra-sparse sign-aware 60.9375%-cubic blend on last-layer MLP for final three steps under interval-3 latency budget	341.848	13.845	355.693	/home/yjs/autoresearch/runs/20260410-000208-m1-n2-k3-i3
20260410-000837	6d22aea	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061478	1.056955	0.899469	5.597554	28.531341	0.992148	50	50	0	0	50	0	1.000000	1.000000	family_beats_baseline_within_latency_budget	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	-0.000000	-0.000023	0.000001	0.000124	20260329-171615	751.529	789.105	0.492762	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	d263851ddebeae427af430e800059c51c92701c48237eecf94a94c2b5dcb1c8f	/home/yjs/autoresearch/runs/20260410-000837-m1-n2-k3-i3/pade_target_snapshot.py	candidate: ultra-sparse sign-aware 61.71875%-cubic blend on last-layer MLP for final three steps under interval-3 latency budget	370.325	13.721	384.047	/home/yjs/autoresearch/runs/20260410-000837-m1-n2-k3-i3
20260410-001544	6d22aea	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061478	1.056956	0.899468	5.597477	28.531319	0.992148	50	50	0	0	50	0	1.000000	1.000000	family_beats_baseline_within_latency_budget	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	-0.000000	-0.000022	-0.000000	0.000047	20260329-171615	751.529	789.105	0.455841	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	4cdc00bbbe5069b70d9ba65d0ecd7f52229f27748caa1aa193322d92bf4f0415	/home/yjs/autoresearch/runs/20260410-001544-m1-n2-k3-i3/pade_target_snapshot.py	candidate: ultra-sparse sign-aware 62.109375%-cubic blend on last-layer MLP for final three steps under interval-3 latency budget	342.578	13.872	356.451	/home/yjs/autoresearch/runs/20260410-001544-m1-n2-k3-i3
20260410-002343	6d22aea	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061477	1.056934	0.899469	5.597523	28.531401	0.992148	50	50	0	0	50	0	1.000000	1.000000	family_beats_baseline_within_latency_budget	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	-0.000001	-0.000044	0.000001	0.000093	20260329-171615	751.529	789.105	0.454970	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	32646e78105f426766ee39ee76d0092952539ac2760a9e8af83453c46f11a72d	/home/yjs/autoresearch/runs/20260410-002343-m1-n2-k3-i3/pade_target_snapshot.py	candidate: ultra-sparse sign-aware 62.3046875%-cubic blend on last-layer MLP for final three steps under interval-3 latency budget	341.923	13.855	355.779	/home/yjs/autoresearch/runs/20260410-002343-m1-n2-k3-i3
20260410-003014	6d22aea	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061476	1.056962	0.899468	5.597457	28.531368	0.992148	50	50	0	0	50	0	1.000000	1.000000	family_beats_baseline_within_latency_budget	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	-0.000002	-0.000016	-0.000000	0.000027	20260329-171615	751.529	789.105	0.455774	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	1a8b1bf0f9282f9ea48dd8bfe34d4aab2465f9eacbe0f9dc40ad617609875f16	/home/yjs/autoresearch/runs/20260410-003014-m1-n2-k3-i3/pade_target_snapshot.py	candidate: ultra-sparse sign-aware 62.6953125%-cubic blend on last-layer MLP for final three steps under interval-3 latency budget	342.527	13.885	356.413	/home/yjs/autoresearch/runs/20260410-003014-m1-n2-k3-i3
20260410-003654	6d22aea	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061479	1.056966	0.899466	5.597387	28.531346	0.992148	50	50	0	0	50	0	1.000000	1.000000	family_within_latency_budget_but_loses_baseline	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	worse_than_paired_control	0.061478	1.056978	0.899468	5.597430	0.000001	-0.000012	-0.000002	-0.000043	20260329-171615	751.529	789.105	0.456375	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	7969f126541817c26db29806e8020827103304a11ec856bb7d9bde17eee2bd9d	/home/yjs/autoresearch/runs/20260410-003654-m1-n2-k3-i3/pade_target_snapshot.py	candidate: ultra-sparse sign-aware 62.59765625%-cubic blend on last-layer MLP for final three steps under interval-3 latency budget	342.979	14.100	357.080	/home/yjs/autoresearch/runs/20260410-003654-m1-n2-k3-i3
20260410-004347	6d22aea	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061479	1.056953	0.899469	5.597520	28.531344	0.992148	50	50	0	0	50	0	1.000000	1.000000	family_within_latency_budget_but_loses_baseline	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	worse_than_paired_control	0.061478	1.056978	0.899468	5.597430	0.000001	-0.000025	0.000001	0.000090	20260329-171615	751.529	789.105	0.454625	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	39235131e3dcc5d4e7e1f3c2e9aa16adb572b6b8a22be0788dc4b273e7275657	/home/yjs/autoresearch/runs/20260410-004347-m1-n2-k3-i3/pade_target_snapshot.py	candidate: confidence-gated sign-aware 62.5%-cubic blend requiring |cubic|<=|quadratic| on last-layer MLP for final three steps under interval-3 latency budget	341.664	13.961	355.626	/home/yjs/autoresearch/runs/20260410-004347-m1-n2-k3-i3
